text,label
"Profil: 33 år, motionär, tränar 3 pass/vecka. | Planerat: Långpass – 14 km. | Status: Smärta på utsida knä efter förra långpasset (misstänkt löparknä), känns vid löpning. 
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Det är två veckor kvar till maratonloppet. Johan har följt schemat och minskat volymen. Nu får han panik, tycker att han tappat all kondition och känner sig trög. Han vill ut och springa ett snabbt 15 km-pass för att ""väcka benen"". Dagens pass: 8 km mycket lugn jogg + 4 korta stegringar. Vad rekommenderar du?",E
"Profil: 19 år, terränglöpare, veckovolym 35 km | Planerat: Intervaller – 6×800 m | Status: Ont i halsen, lätt feberkänsla och frusen.",E
"Profil:  | Planerat:  | Status: Cyklade 3 timmar stenhårt igår. Konditionsmässigt (flåset) känner Henrik sig superpigg idag och vilopulsen är normal, men lårmusklerna är helt förstörda och känns som bly.
Dagens pass: Tröskelintervaller löpning 4x2 km.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Mycket trött efter skoldagen och vill helst inte träna. 
Vad rekommenderar du?",E
"Profil: 22 år, tränar för att förbättra miltid, veckovolym 40 km. | Planerat: Intervaller – 5×1000 m (10 km-fart). | Status: Låg vätskenivå efter en varm dag igår, mörk urin på morgonen och lätt huvudvärk. Pulsen normal, men känner sig seg. Vad rekommenderar du?",E
"Profil:  | Planerat: 24 km långpass. | Status: Åt dåligt under gårdagen (bara en måltid), tränade sent och hann inte återhämta ordentligt. 
Känner låg energi på morgonen trots normal sömn. 
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Henrik körde ett lugnt cykelpass på 4 timmar igår, men glömde äta ordentligt. Idag vaknar han med extrem energibrist, känner sig skakig och pulsen är låg.
Dagens pass: Backintervaller 10x1 min.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Körde tröskelintervaller. Första intervallen gick på 3:55-tempo, sista gick på 4:30-tempo för att han tog slut. Han mår pyton och är besviken.
Dagens pass (Dagen efter): Långpass 16 km.
Vad rekommenderar du?",E
"Profil: 16 år, medeldistansare. | Planerat: 6×800 m intervaller. | Status: Social stress, mycket i skolan men sovit 8 h, RPE 4/10. 
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Kom precis hem från ett backpass. Hälsenan knarrar (krepitationer) när hon rör på foten och den är svullen och knölig. Smärta 6/10.
Dagens pass (Imorgon): 15 km transportlöpning till jobbet.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Sara springer en gammal runda hon ofta sprang förr. Hon inser efter halva passet att hon ligger 45 sekunder/km långsammare än hon gjorde för 3 år sedan. Hon blir deppig, vill ge upp och gå hem.
Dagens pass: 8 km tempopass.
Vad rekommenderar du?",E
"Profil: 18 år, 1500 m-löpare, tränar 5–6 pass/vecka. | Planerat: 10×300 m intervaller. | Status: Stressad, låg aptit senaste dygnet, energin känns låg.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Mikael har arbetat utomhus i 4 grader och hällregn hela dagen. Han är frusen in i märgen. Schemat säger att han ska ut och springa långpass i samma regnväder ikväll.
Dagens pass: 15 km långpass.
Vad rekommenderar du?",E
"Profil: 17 år, tränar inför terrängtävling, veckovolym 25 km. | Planerat: Backintervaller – 12×45 sek. | Status: Puls stiger mycket snabbt under uppvärmning och ligger 15 bpm högre än normalt vid samma tempo.
Vad rekommenderar du?",E
"Profil: 25 år, tränar för att förbättra 10 km-tid, veckovolym 28 km. | Planerat: Lågintensiv distans 7 km. | Status: Kraftig träningsvärk i framsida lår efter styrketräning. Vad rekommenderar du?",E
"Profil: 22 år, tävlar 5 km om 9 dagar. | Planerat:  | Status: Sovit 9 timmar, RPE 3/10 senaste passet, mycket pigg. 
Vad rekommenderar du?",E
"Profil: 33 år, tränar för sub45 på 10 km, veckovolym 35 km. | Planerat: 4×8 min tröskel. | Status: Upplevde krampkänning i baksida lår under gårdagens löppass. 
Vad rekommenderar du?",E
"Profil: 19 år, terränglöpare, veckovolym 35 km | Planerat: Intervaller – 6×800 m | Status: Ont i halsen, lätt feberkänsla och frusen.",E
"Profil:  | Planerat:  | Status: Har haft nationella prov hela veckan. Sovit 4 timmar per natt i tre dagar. Vilopulsen är +8 slag förhöjd. Leo känner sig extremt trött i huvudet, men vill träna för att ""inte tappa mot konkurrenterna"". Dagens pass: Hårda intervaller 8x400m i tävlingsfart. Vad rekommenderar du?",E
"Profil: 42 år, motionslöpare, tränar för 10 km, 30 km/vecka | Planerat: 12 km distans | Status: Lätt halsont sedan morgonen, känns tung i kroppen.",E
"Profil: 15 år, ungdom, tränar för allmän utveckling. | Planerat: Teknik + strides 8×100 m. | Status: Ont i knät när hen springer i uppförsbackar. Vad rekommenderar du?",E
Profil:  | Planerat:  | Status: Leos kompisar (som är äldre och snabbare) frågar om han vill hänga med på deras långpass som går mycket snabbare än Leos planlagda tempo. Leo vill verkligen hänga på. Dagens pass: Långpass 15 km i lugnt tempo (5:00 min/km). Vad rekommenderar du?,E
"Profil:  | Planerat:  | Status: Sprang milen på tävling igår på 40:30, missade sitt sub-40-mål. Han är extremt frustrerad och vill ut och köra backintervaller idag för att ""straffa sig själv"" i form.
Dagens pass: Vila / Lugn promenad.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Tävlingsvecka! Träningsvolymen har droppat från 12 timmar till 3 timmar. Henrik känner sig ""svullen"", rastlös och livrädd för att han håller på att tappa all form.
Dagens pass: Helvila.
Vad rekommenderar du?",E
"Profil: 27 år, tränar för 10 km, 55 km/vecka. | Planerat: 12 km distans. | Status: Sovit 5–6 timmar tre nätter i rad. Morgonpulsen 10 bpm över normalt. Känner sig stressad av arbete men ingen smärta från föregående pass.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Det regnar på tvären och är mörkt ute. Emma är trött och känner absolut noll motivation att gå ut. Ingen träningsvärk, bara hjärnspöken.
Dagens pass: Backintervaller 8x40 sekunder.
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",C
"Profil:  | Planerat:  | Status: Sovit 3–4 timmar natten innan p.g.a. nervositet. Känner sig lite seg men inte sjuk.
Vad rekommenderar du?",E
"Profil: 39 år, tränar 4 pass/vecka. | Planerat:  | Status: ",E
Profil:  | Planerat:  | Status: Johan ska springa intervaller och hamnar med yngre löpare. Han springer intervallerna alldeles för snabbt (långt över sin mjölksyratröskel) och känner att han drar på sig mycket syra tidigt i passet. Dagens pass: Tröskelintervaller 4x2 km. Vad rekommenderar du?,E
"Profil: 23 år, nyss persat 5 km. | Planerat:  | Status: Sovit bra, RPE 3/10, senaste veckorna gått mycket bra. 
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Emma känner sig pigg. Passet känns lugnt och hon kan prata normalt (RPE 4/10). Trots detta varnar hennes klocka efter 6 km att pulsen ligger i röd zon (Zon 4/5).
Dagens pass: Långpass 10 km.
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",B
"Profil: 45 år, tränar inför första halvmaraton, veckovolym 45 km. | Planerat: Långpass – 20 km. | Status: Garmin visar “Recovery time: 48 h” efter gårdagens hårda pass, benen känns tunga. 
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Vaknar efter tre dagars frånvaro med halsont. Är nu helt smärt- och feberfri sedan 24 timmar. HRV är dock fortfarande något lågt (105) och vilopulsen är +5 slag över normalt.
Baslinje: Genomsnittligt HRV: 120. VO2 max: 65. Vilopuls (RHR): 40. Veckovolym: 70 km.
Dagens pass: Intervaller 8x400m i 3000m-fart.",B
"Profil: 23 år, tränar inför 800 m, 40 km/vecka. | Planerat: Sprint-intervaller 12×150 m. | Status: Lätt stel i hälsenan vid de första stegen på morgonen, släpper efter 2–3 min.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Efter 1 km av uppvärmningen känner Leo en tydlig smärta på insidan av smalbenet (benhinnorna, 4/10). Smärtan ökar i nedförsbackar. Dagens pass: 8 km tempopass. Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Det är 3 veckor kvar till Göteborgsvarvet (21 km). David har varit halvskadad och max sprungit 12 km som längst i år. Han är livrädd att han inte orkar distansen och vill ge sig ut och springa 20 km idag ""bara för att veta"".
Dagens pass: 10 km lugn distans.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Efter en treveckors-period av hård träning visar Johans klocka att hans HRV har varit konstant lågt i 5 dagar. Vilopulsen är dock normal. Han känner sig ""lite tung"" men vill träna. Dagens pass: 12 km fartlek. Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Kom hem från en jobbresa i USA igår kväll. Har sovit oroligt, kroppen är inställd på fel tidszon och han är lite mosig i huvudet, men benen är utvilade.
Dagens pass: 10x400m tuffa intervaller.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Vaknade med ett HRV på 90 samt RHR på 55. Har haft ett högt träningstempo senaste veckan med både tunga intervallpass och tunga lyft. Känner sig trött (centralt), men musklerna känns utvilade.
Dagens pass: VO2 max-intervaller, ca 60 min totalt.",D
"Profil:  | Planerat: 24 km långpass. | Status: Åt dåligt under gårdagen (bara en måltid), tränade sent och hann inte återhämta ordentligt. 
Känner låg energi på morgonen trots normal sömn. 
Vad rekommenderar du?",E
"Profil: 20 år, tävlar 1500 m. | Planerat: Tröskel 3×8 min. | Status: Peakform, RPE lågt, god återhämtning, en vecka innan tävling. 
Vad rekommenderar du?",E
"Profil: 25 år, tränar för sub40 på milen, veckovolym 55 km. | Planerat: Fartlek – 45 min med flera snabbare inslag. | Status: Senaste tre passen har pulsen legat 10–12 bpm högre än normalt vid samma tempo.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Har sovit kanske 3 timmar osammanhängande pga vaket barn. Känner sig yr och mår lite illa av trötthet.
Dagens pass: 12 km långpass.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Emma har känt ett svagt ""molande"" på utsidan av höger knä efter förra passet (2/10 i smärta). Känns inte när hon går, bara ibland i trappor.
Dagens pass: 5 km lugn distans.
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",E
"Profil: 42 år, motionslöpare, tränar för 10 km, 30 km/vecka | Planerat: 12 km distans | Status: Lätt halsont sedan morgonen, känns tung i kroppen.",E
"Profil:  | Planerat:  | Status: 10 dagar kvar till det 90 km långa fjälloppet. Schemat säger max 40 minuters jogg. Karin känner sig enormt frustrerad av att ""göra ingenting"" och vill ge sig ut i skogen i minst 2 timmar för att ""inte tappa känslan"".
Dagens pass: 40 min lätt jogg.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Johan har haft en hektisk vecka och missat två pass. Det är söndag och för att nå sin ""målvolym"" på 60 km för veckan, behöver han springa 32 km idag istället för planerade 20 km. Dagens pass: Långpass 20 km. Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Körde ett distanspass igår som skulle vara ""lugnt"", men Leo sprang i halvhårt tempo hela vägen för att han ""kände för det"". Idag vaknar han med blytunga ben och noll energi. Dagens pass: Tröskelpass 4x6 minuter. Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Emma har känt ett svagt ""molande"" på utsidan av höger knä efter förra passet (2/10 i smärta). Känns inte när hon går, bara ibland i trappor.
Dagens pass: 5 km lugn distans.
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",A
"Profil:  | Planerat: 8×400 m intervaller (5 km-fart). | Status: Sovit 5 timmar, känner sig seg och tung i benen. Vad rekommenderar du?",E
"Profil: 40 år, tränar 4 pass/vecka, viktminskningsmål parallellt. | Planerat: Långpass 16 km lugn distans. | Status: Märker tydlig pulsdrift efter 8–9 km senaste två långpassen. Ligger på kaloriunderskott ~500 kcal/dag. Sovit 6 timmar per natt senaste veckan. Känner sig ”småseg” men inte sjuk.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Tävlingsvecka! Träningsvolymen har droppat från 12 timmar till 3 timmar. Henrik känner sig ""svullen"", rastlös och livrädd för att han håller på att tappa all form.
Dagens pass: Helvila.
Vad rekommenderar du?",E
"Profil: 13 år, ny på löpning, tränar 2–3 ggr/vecka. | Planerat: Lugn distans 5 km. | Status: Ont i magen och låg energi efter skoldagen. Vad rekommenderar du?",E
"Profil: 33 år, motionär, tränar 3 pass/vecka. | Planerat: Långpass – 14 km. | Status: Smärta på utsida knä efter förra långpasset (misstänkt löparknä), känns vid löpning. 
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Emma klarade milen på 58 minuter! Hon är överlycklig men kroppsligt dränerad. Det är tisdag, två dagar efter loppet.
Dagens pass: 6 km lugn distans.
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",C
"Profil:  | Planerat:  | Status: Jobbade över, missade middagen och klockan är 19:30. Mikael är vrålhungrig, lite skakig och ska upp kl 05:30 imorgon bitti igen.
Dagens pass: 10 km distanslöpning.
Vad rekommenderar du?",E
Profil:  | Planerat:  | Status: Johan vaknar och är extremt stel i höger hälsena (5/10 smärta vid första stegen). Det släpper efter 10 minuters promenad och känns inget när han väl är varm. Dagens pass: Lugn distans 15 km. Vad rekommenderar du?,E
"Profil:  | Planerat:  | Status: Henrik missade sitt 2 timmar långa cykelpass igår på grund av regn. Idag har han egentligen bara 45 minuter lugn jogg på schemat, men vill kompensera gårdagens missade hjärtträning genom att springa stenhårt i 90 minuter istället.
Dagens pass: 45 min lugn jogg.
Vad rekommenderar du?",E
"Profil: 22 år, tränar för att förbättra miltid, veckovolym 40 km. | Planerat: Intervaller – 5×1000 m (10 km-fart). | Status: Låg vätskenivå efter en varm dag igår, mörk urin på morgonen och lätt huvudvärk. Pulsen normal, men känner sig seg. Vad rekommenderar du?",E
"Profil: 15 år, ungdom, tränar för allmän utveckling. | Planerat: Teknik + strides 8×100 m. | Status: Ont i knät när hen springer i uppförsbackar. Vad rekommenderar du?",E
"Profil: 28 år, tränar för 10 km, veckovolym 45 km. | Planerat: Intervaller – 4×1600 m. | Status: Kraftig träningsvärk i baksida lår, svårt att sträcka ut benet ordentligt. 
Vad rekommenderar du?",E
"Profil: 41 år, motionär, tränar 4 pass/vecka. | Planerat: 12 km långsamt distanspass. | Status: Sovit mycket bra, men kroppen känns “tung” och saknar driv, ovanligt låg motivation.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Marcus köpte nya, aggressiva kolfiberskor och sprang sitt långpass i dem igår. Idag vaknar han med extremt spända vader och ömma hälsenor (DOMS 7/10).
Dagens pass: Lugn distans 8 km.
Vad rekommenderar du?",E
"Profil:  | Planerat: 24 km långpass. | Status: Åt dåligt under gårdagen (bara en måltid), tränade sent och hann inte återhämta ordentligt. 
Känner låg energi på morgonen trots normal sömn. 
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: 3 dagar kvar till JSM (Junior-SM). Leo känner sig plötsligt väldigt tung i kroppen, vilket är vanligt under formtoppning, men han är stressad över det och vill ut och ""testa benen"" hårt. Dagens pass: 20 minuter superlugn jogg. Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Körde ett ""Brick-pass"" (cyklade först, bytte skor, sprang sedan direkt). Under de första 2 kilometrarna av löpningen fick han våldsam kramp i vänster vad, som nu är extremt öm.
Dagens pass (Dagen efter): 8 km lätt återhämtningsjogg.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Cyklade 3 timmar stenhårt igår. Konditionsmässigt (flåset) känner Henrik sig superpigg idag och vilopulsen är normal, men lårmusklerna är helt förstörda och känns som bly.
Dagens pass: Tröskelintervaller löpning 4x2 km.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: I helgen kände Emma sig stark och sprang 12 km istället för de planerade 8 km. Det var hennes längsta runda någonsin. Nu är det tisdag och hon har massiv träningsvärk (RPE 8/10) i låren.
Dagens pass: Tröskelpass 3x8 minuter.
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",B
"Profil:  | Planerat:  | Status: Har sovit kanske 3 timmar osammanhängande pga vaket barn. Känner sig yr och mår lite illa av trötthet.
Dagens pass: 12 km långpass.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Vaknade med ett HRV på 90 samt RHR på 55. Har haft ett högt träningstempo senaste veckan med både tunga intervallpass och tunga lyft. Känner sig trött (centralt), men musklerna känns utvilade.
Dagens pass: VO2 max-intervaller, ca 60 min totalt.",E
"Profil:  | Planerat:  | Status: Sprang 35 km igår. Idag ska hon bygga ""trötta ben"" (back-to-back) och springa 20 km till. Vaknar och benen känns helt dränerade, svårt att gå nerför trappan.
Dagens pass: 20 km distans.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Sprang milen på tävling igår på 40:30, missade sitt sub-40-mål. Han är extremt frustrerad och vill ut och köra backintervaller idag för att ""straffa sig själv"" i form.
Dagens pass: Vila / Lugn promenad.
Vad rekommenderar du?",E
"Profil:  | Planerat: Intervaller – 5×1200 m. | Status: Stressad, har ätit dåligt under dagen och känner låg energi. 
Vad rekommenderar du?",E
"Profil: 16 år, medeldistansare. | Planerat: 6×800 m intervaller. | Status: Social stress, mycket i skolan men sovit 8 h, RPE 4/10. 
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Emma blir kvar på jobbet pga en kris. Istället för de planerade 60 minuterna har hon nu bara 30 minuter till godo innan hon måste hämta barn. Känner sig stressad.
Dagens pass: Lugn distans 8 km (ca 60 min).
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",A
"Profil:  | Planerat:  | Status: All data (HRV, RHR, sömn) är perfekt. Alex värmer upp inför passet och känner sig i superform. Men under den andra intervallen hugger det till lätt i baksida lår (hamstring). Smärtan är 3/10, det går att springa men det känns onaturligt.
Baslinje: Genomsnittligt HRV: 120. VO2 max: 65. Vilopuls (RHR): 40. Veckovolym: 70 km.
Dagens pass: Korta, snabba intervaller 15x200m i överfart (snabbare än tävlingsfart).",E
"Profil:  | Planerat:  | Status: Det är 5 dagar kvar till säsongens viktigaste 5000m-lopp. Alex känner sig ""för pigg"", HRV ligger på 130 (högre än normalt) och RHR på 38. Han är nojig över att tappa formen och vill trycka på för att ""känna att farten finns där"".
Baslinje: Genomsnittligt HRV: 120. VO2 max: 65. Vilopuls (RHR): 40. Veckovolym: 70 km.
Dagens pass: Lätt aktivering planerad (30 min jogg + 4x15 sekunder snabba stegringar).",E
"Profil: 36 år, tränar 5 pass/vecka, terränglöpning. | Planerat: Backpass 15×45 sek. | Status: Sovit normalt men har lätt huvudvärk.
Vad rekommenderar du?",E
"Profil: 14 år, nybörjarlöpare. | Planerat: 4 km lugn distans. | Status: Känner sig mentalt trött efter skola, låg motivation men ingen fysisk trötthet.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Mycket stress i skolan/jobbet senaste tre dagarna. Har bara hunnit sova 5 timmar per natt. RHR är uppe på 48 (något förhöjd). Alex är dock extremt motiverad och vill träna hårt för att få en mental paus från stressen.
Baslinje: Genomsnittligt HRV: 120. VO2 max: 65. Vilopuls (RHR): 40. Veckovolym: 70 km.
Dagens pass: Långpass 90 minuter.",B
"Profil:  | Planerat:  | Status: Marcus vaknar och känner sig i sitt livs form, full av energi (RPE 2/10 på trötthet). Men hans klocka visar ""Training Readiness: LOW"", HRV är i botten och klockan rekommenderar 48 timmars vila.
Dagens pass: Intervaller 5x1000m.
Vad rekommenderar du?",E
"Profil: 32 år, tränar 5 pass/vecka, halvmaraton om 8 dagar. | Planerat: 10 km varav 6 km i tävlingsfart. | Status: Känner begynnande förkylning (lätt halsont), HRV något sänkt, sovit 5 h. Säger: ”Jag MÅSTE känna tävlingsfarten en gång till.”
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Det är dagen innan Emmas stora mål: Hon ska springa ""Test-milen"" för att se om hon klarar under 60 minuter. Hon är väldigt nervös och vill sticka ut och ""testa formen"" med ett snabbt 3 km-pass.
Dagens pass: Helvila.
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",B
"Profil:  | Planerat:  | Status: Vaknar efter tre dagars frånvaro med halsont. Är nu helt smärt- och feberfri sedan 24 timmar. HRV är dock fortfarande något lågt (105) och vilopulsen är +5 slag över normalt.
Baslinje: Genomsnittligt HRV: 120. VO2 max: 65. Vilopuls (RHR): 40. Veckovolym: 70 km.
Dagens pass: Intervaller 8x400m i 3000m-fart.",B
"Profil:  | Planerat:  | Status: Har tydlig träningsvärk men säger sig vara motiverad att träna. 
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Under ett 28 km långpass (som springs i ZON 2) tar energin tvärslut för Johan vid 22 km (Han ""går in i väggen""). Pulsen är låg, men benen känns som bly. Dagens pass: Långpass 28 km. Vad rekommenderar du?",E
"Profil:  | Planerat: 8×400 m intervaller (5 km-fart). | Status: Sovit 5 timmar, känner sig seg och tung i benen. Vad rekommenderar du?",E
"Profil: 17 år, juniorlöpare. | Planerat: Backintervaller 10×30 sek. | Status: Väldigt stressad dag, endast 25 min tid, RPE 5/10. Vad rekommenderar du?",E
"Profil: 15 år, ungdom, tränar för allmän utveckling. | Planerat: Teknik + strides 8×100 m. | Status: Ont i knät när hen springer i uppförsbackar. Vad rekommenderar du?",E
"Profil: 30 år, tränar 6 pass/vecka, tävling om 3 dagar. | Planerat: 8 km distans med 4×20 sek strides. | Status: Märker att pulsen är ovanligt hög (8–10 bpm) på morgonens promenad.
Vad rekommenderar du?",E
